ID;book_id;rating;user_id;isbn;description;num_pages;image_url;title;genres;review_text;Author
657;18874645;3;236117;;A girl with a secret and a prince on a missionWhen Prince Anthony spies Eleanoria Woodston outside her family home dressed as a servant he knows something is amiss. Pretending to be John his cousins outrider he decides to take matters into his own hands and figure out why Ella hasnt been seen at court. And more importantly why the daughter of one of the wealthiest families in the kingdom dresses like a pauper.Ella has had her own bout of trials including losing her beloved father and facing the wrath and jealousy of her stepmother and stepsisters. Becoming a servant doesnt seem all that bad until the handsome John comes into her life now he appears to be upsetting everything. Never before has she been so unsettled. Just his presence is making her dream of a life beyond this one.When John invites Ella to the ball and she grudgingly accepts he wonders if hes truly losing his mind. How would he ever pull off pretending to be John while obviously hosting the ball as Anthony Especially when the stubborn girl has made it quite obvious she would never attend a ball with a snobbish prince.;0;httpss.grassets.comassetsnophotobook111x148bcc042a9c91a29c1d680899eff700a03.png;Cinderella (Faerie Tale Collection 4);romance;Sweet little story and she left out THE Cinderella element (losing the shoe on the stairs) but managed to incorporate the shoe anyway. Fun.  Eleanoria used to hang out with John who is secretly Prince Anthony. He doesnt understand why she is wearing servants clothes. Im always amazed how every Cinderella can hold on to their caring sweet heart. I could never live under such jealousy and hatred without losing hope but Eleanoria seems to accept her fate with good spirit. I liked how she shows her dislike for Prince Anthony and how he maneuvers himself into a difficult position when he invites her for the ball.;Jenni James
658;18889290;1;236117;0062194976;Starred in American Library Association BOOKLISTIn the unforgiving Mesopotamian desert where Jaydens tribe lives betrothal celebrations abound and tonight it is Jaydens turn to be honored. But while this union with Horeb the son of her tribes leader will bring a life of riches and restore her familys position within the tribe it will come at the price of Jaydens heart.Then a shadowy boy from the Southern Lands appears. Handsome and mysterious Kadesh fills Jaydens heart with a passion she never knew possible. But with Horebs increasingly violent threats haunting Jaydens every move she knows she must find a way to escapeor die trying.With a forbidden romance blossoming in her heart and her familys survival on the line Jayden must embark on a deadly journey to save the ones she lovesand find a true love for herself.Set against the brilliant backdrop of the sprawling desert the story of Jayden and Kadesh will leave readers absolutely breathless as they defy the odds and risk it all to be together.;397;httpsimages.grassets.combooks1392311753m18889290.jpg;Forbidden (Forbidden 1);history historical fiction biography;I like how it ends because it has the ending of a standalone  which means I dont feel the need to read the sequels. This book was terribly slow. The author tries to tell a story in 397 pages when I could have done it in perhaps 50 pages. The setting sounded interesting and there is no initial instalove until the dreaded from the moment I saw you I knew we were meant to be line halfway. In combination with the boring plot Im going to say nope to this book. Not for me.  More elaborate review.  The first half of the book is about Jayden and her struggle to accept her arranged marriage to the dude who is going to lead the camp. They meet a wounded stranger and he becomes part of their group  and of course she falls in love with him. The last half is her trying to get out of the marriage and a lot of blabla.  I felt like the culture was very stereotype and I couldnt care for all the belly dancing. It never felt genuine to me more like this is what they are supposed to do so Im going to put it into the storyline.  We also have a typical MC who is pretty but she doesnt know it and it always looking for confirmation that she is. She is always whining while the author is trying to show how strong she is  a weird combination that fails to deliver. I have still no freaking clue who the mysterious guy is. He has the personality of a sheet of paper. The only thing I know is that he comes from a rich family and that he is gorgeous.  Like I said I could write this story in less pages perhaps even in 2.;Kimberley Griffiths Little
659;18936959;2;236117;;The quest to save a girl from a giantJack Waithwrite is livid when he learns that his fiancee Rachel has been stolen by a giant and taken up to a kingdom in the sky. Without the means to save her he travels with his sister to Larkein the place where dark magic abides to discover a way to help Rachel. While there a cunning witch knows who he is and offers to help him. However when he finds out the kidnapping was orchestrated by the witch to use him as her pawn for her own schemes his true quest begins. Now Jack must outwit a giant and stay one step ahead of the witch in time to save Rachel.Enjoy Jack and the Beanstalk the continuing tale of Hansel and Gretel and what happened after they were married. Jack and Jill Waithwrite are the children of Hansel and Gretel and as their parents before them had adventures now it is their turn.;0;httpss.grassets.comassetsnophotobook111x148bcc042a9c91a29c1d680899eff700a03.png;Jack and the Beanstalk (Faerie Tale Collection 6);youngadult;I was a little disappointed by this retelling. It felt a bit slow and I wasnt captured by the story. I liked that Jack is willing to do everything so save the love of his life Rachel who has been captured by the giant. Its a fun way to give him a reason to climb a beanstalk especially with the addition of the witch who orders him to bring her baby back.;Jenni James
660;19174917;4;236117;1447263227;Cath and Wren are identical twins and until recently they did absolutely everything together. Now theyre off to university and Wrens decided she doesnt want to be one half of a pair any more  she wants to dance meet boys go to parties and let loose. Its not so easy for Cath. She would rather bury herself in the fanfiction she writes where theres romance far more intense than anything shes experienced in real life.Now Cath has to decide whether shes ready to open her heart to new people and new experiences and shes realizing that theres more to learn about love than she ever thought possible ...A tale of fanfiction family and first love;459;httpsimages.grassets.combooks1386404196m19174917.jpg;Fangirl;youngadult;httpthedailyprophecy.blogspot.nl2...  Here comes a bookish confession I have written a Harry Potter fan fiction. It was years ago when I was writing a lot of stories and poems when I came up with a HP version and it was quite popular. Not as big as Caths fan fiction but I had an audience so I know how much fun it is when people read your story. (And no I will never share it on my blog and it is written in Dutch anyway). Its not hard to imagine that I loved this book I won Fangirl over at Gabby so thanks  Cath and Wren are twins and they are huge fans of Simon Snow. They write their own SimonBaz fan fiction until they go to university. Wren wants to start her own life and she pushes Cath and all their interests away for parties and new friends. Cath has a hard time adapting to all the changes in her life and she is even more obsessed with her Snowfandom. The only people she allows are her roommate Reagan and her friend Levi but even they cant get Cath much out of her room.  Ive seen people complain about the fan fiction parts between chapters and while it was a little distracting I also liked it. It gave me more insight in Cath and while it wasnt my favorite part of the book it seem to complete the story for me. It also helped me to identify even more with Cath and we connected on a personal level. Im not a party type like Cath and I never let other people talk me into doing things I dont like. Id rather sit on my room and read a book then leave the house to go to a party. Cath is shy and quiet but at the same time a great character to be around when she opens up. She gets anxious when she meets new people or when she is thrown into new situations. This is exactly how I am and it was interesting to see my personality reflected in a book character. It was also a confrontation and it made me think about myself.  Her connection with Levi is adorable. I liked how he challenges her but at the same time he understands how she feels and thinks. Its such a balanced and respectful bond and it made me smile. He is a genuine good person and he is always there for his friends. It wasnt strange she let him into her life even when she was scared. I was definitely rooting for them.  Wren left me confused because I didnt get her sudden change. I understand she wanted to define herself as her own person instead of being the twins again but she went loose. She throws herself into parties and drinks alcohol because everyone drinks it. I dont care for people who think that way. You dont have to be a sheep to be liked. I guess it was also her way to deal with some hard parts in their life like the weakness of her father and the abandonment from their mother. I liked how these tougher aspects provided some balance in the overall fluff story.  I was very surprised by how much I liked it seeing Im not a big contemporary reader. If you want to read a book about a girl who starts to adapt to her new life while dealing with a boyfriend and real life problems this is the book you want to try.;Rainbow Rowell
661;19208103;3;236117;;The Little Android is a retelling of The Little Mermaid set in the world of The Lunar Chroniclesby New York Timesbestselling author Marissa Meyer.When android Mech6.0 saves the life of a handsome hardware engineer her body is destroyed and her mechanics discover a glitch in her programming. Androids arent meant to develop impractical reasoning or nearemotional responses...let alone fall in love.;35;httpsimages.grassets.combooks1390850953m19208103.jpg;The Little Android (The Lunar Chronicles 0.6);youngadult;Can be read right here  httpwww.wattpad.com36352935thel...  Unbelievable how much story and character Meyer can put in such a short story. Bittersweet ending but I like how Star sortof got her happy ending anyway );Marissa Meyer
662;19278261;1;236117;0062134515;Mirror mirror in my hand...Beauty is the key to everything. At least thats how it seems to Violetugly bullied and lonely. To be beautiful in her eyes is to have power and love. And when Kendra the witch teaches Violet how to use magic she may finally get what she wants.For Celine beautiful since birth her looks have been a hindrance. She discovers that beauty is also a threatespecially to her stepmother Violet who doesnt want anyone sharing the attention she worked so hard to get and who will do anything to be the fairest of them all.But beauty isnt only skin deep and love isnt based on looks alone. And though Violet and Celine may seem to be completely opposite their lives are almost... mirrored.;384;httpsimages.grassets.combooks1424318557m19278261.jpg;Mirrored (Kendra Chronicles 3);fantasy paranormal;I fell for it. Again. I just need to stay away from Flinns fairytales. They sound great and Im always attracted to retellings like a moth to a flame but they simply dont work for me. There is something about her choices for the story that clashes with what I expect and want.  It started good and I had hope that I might like this one. I felt sorry for Violet who gets bullied and teased for her looks. People shut her out and use her desperation for friends for their own good. I know what it feels like to be treated like shit so I could understand her need for beauty because she believed that would fix anything. Turns out it doesnt. When she meets Kendra all her dreams seem to come true and with her magic she turns into a beauty. Her biggest bully Jennifer seems to hate her no matter what. Violet turns into someone who has no love in her heart.  I also must add that Greg is a complete asshole and Violets obsession with him made me pity her. This guy dropped her to hang out with the cool guys. That is not okay.  POV switches to Jennifer and Gregs daughter Celine. Jennifer dies in a freaky accident and Violet finally gets her chance with Greg. She hates Celine who is the image of her mother and she punishes the girl. Celine bored me to death. She is gorgeous but thats the only interesting thing about her. I like what the author tried to do (dont judge people by their looks) but this girl.. only complaining about the fact that she is beautiful.  There is a ridiculous twist towards the ending which involves getting a Superstar to kiss Celine out of her magical coma. Violet suddenly sees the light  sure and decides to change her life. I didnt buy it.  Shame but this is my last book by the author. I need to get my fairytale kick somewhere else.;Alex Flinn
663;19346537;5;236117;0062334336;A paperback edition of three novellas set within the world of the New York Times bestselling Girl of Fire and Thorns series previously available only digitally The Shadow Cats The Shattered Mountain and The Kings Guard.The Shadow Cats is told from the perspective of Elisas older sister. Discover how their sibling rivalry looks from Alodias viewpoint and find out why Alodia agrees to marry her sister off to King Alejandro of Joya de Vega.The Shattered Mountain revolves around Elisas best friend and handmaiden Mara. Before she meets Elisa at the rebel camp in The Girl of Fire and Thorns she suffers her own tragedy. Her village is destroyed and she must lead the few young survivors to safety.The Kings Guard centers on Hector Commander of the Royal Guard and Elisas true love. Set years before The Girl of Fire and Thorns it shows us fifteenyearold Hector as a new recruit. He must prove himselfand he discovers a secret he must keep forever.;253;httpsimages.grassets.combooks1392937396m19346537.jpg;The Girl of Fire and Thorns Stories (Fire and Thorns 0.50.7);fantasy paranormal;HECTOR.  Thats enough for now.  Review will follow.  4.5 stars.  Edit  Im not reviewing this book on my blog so Im going to write down what I have to say over here. The first story shows some more of Elisas sister and I liked that we got to see her POV. We only know her as the better sister who hates Elisa but now we get to see thats not true. She values Elisa at the end of the story and I loved to see that development in their relationship.  THERE IS A HECTOR STORY. I mean what more do I need to say before you pick this book up This story alone is worth this book. We see how he claims his role and its HECTOR.  And then there is a story about Mara which was incredibly interesting and sad to read.;Rae Carson
664;19351043;4;236117;;The graphic novel debut from rising star Noelle Stevenson based on her beloved and critically acclaimed web comic which Slate awarded its Cartoonist Studio Prize calling it a deadpan epic.Nemeses Dragons Science Symbolism All these and more await in this brilliantly subversive sharply irreverent epic from Noelle Stevenson. Featuring an exclusive epilogue not seen in the web comic along with bonus conceptual sketches and revised pages throughout this gorgeous fullcolor graphic novel is perfect for the legions of fans of the web comic and is sure to win Noelle many new ones.Nimona is an impulsive young shapeshifter with a knack for villainy. Lord Ballister Blackheart is a villain with a vendetta. As sidekick and supervillain Nimona and Lord Blackheart are about to wreak some serious havoc. Their mission prove to the kingdom that Sir Ambrosius Goldenloin and his buddies at the Institution of Law Enforcement and Heroics arent the heroes everyone thinks they are.But as small acts of mischief escalate into a vicious battle Lord Blackheart realizes that Nimonas powers are as murky and mysterious as her past. And her unpredictable wild side might be more dangerous than he is willing to admit.;272;httpsimages.grassets.combooks1412626919m19351043.jpg;Nimona;comics graphic;That was amazing Not sure how Im going to review this but Ill make an attempt closer to the Harpercollins publication date.;Noelle Stevenson
665;19401348;5;236117;0575130466;My name is Lady Aileana Kameron.First the fae murdered my mother. Then they destroyed my world.Now Im fighting for more than revenge.Aileana took a stand against the Wild Hunt and she lost everything her home her family and her friends. Held captive by her enemy and tormenting herself over her failure escape seems like only the faintest possibility. But when she gets her chance she seizes it . . . to rejoin a world devastated by war.The future is bleak. Hunted by the fae running for her life Aileana has only a few options left. Trying to become part of a society scarred by  and hiding from  the Wild Hunt trusting that a fragile alliance with the fae will save her or walking the most dangerous path at all coming in to her own powers as the last of the Falconers . . .;362;httpsimages.grassets.combooks1411655031m19401348.jpg;The Vanishing Throne (The Falconer 2);fantasy paranormal;AMAZING. Even better than the first one.  I was blown away by The falconer the first time AND second time. May has written a series that ticks off all the elements I look for a kickass heroin action fastpaced plot amazing writingstyle and swoonworthy romance. We learn more about Kieran in this book someone who stayed quite mysterious in The falconer. Aileana is in a pretty messedup situation and she is such a brave strong girl. The ending was brutal just like The falconer and it makes me want to pick up the sequel right now. It was a brave move from the author because it could have turned into the worst twist ever but it worked really well with the story.;Elizabeth May
666;19430954;3;236117;1419710478;Alyssa Gardner has been down the rabbit hole and faced the bandersnatch. She saved the life of Jeb the guy she loves and escaped the machinations of the disturbingly seductive Morpheus and the vindictive Queen Red. Now all she has to do is graduate high school and make it through prom so she can attend the prestigious art school in London shes always dreamed of.That would be easier without her mother freshly released from an asylum acting overly protective and suspicious. And it would be much simpler if the mysterious Morpheus didnt show up for school one day to tempt her with another dangerous quest in the dark challenging Wonderlandwhere she (partly) belongs.As prom and graduation creep closer Alyssa juggles Morpheuss unsettling presence in her real world with trying to tell Jeb the truth about a past hes forgotten. Glimpses of Wonderland start to bleed through her art and into her world in very disturbing ways and Morpheus warns that Queen Red wont be far behind.If Alyssa stays in the human realm she could endanger Jeb her parents and everyone she loves. But if she steps through the rabbit hole again shell face a deadly battle that could cost more than just her head.;387;httpss.grassets.comassetsnophotobook111x148bcc042a9c91a29c1d680899eff700a03.png;Unhinged (Splintered 2);fantasy paranormal;httpthedailyprophecy.blogspot.nl2...  It has been a while since I read Splintered so I was sometimes confused when they referred to certain occurrences. That didnt bother me too much though but it might have played a role in my feelings about the story. I was a little underwhelmed by this book. It felt a bit flat and slowpaced to me.  I fell in love with the dark twist on Wonderland that was created in Splintered. I liked all the problems Alyssa had to solve and how she was guided by Morpheus. In this book Alyssa is back in her real world where she is trying to return to her normal life. Its difficult when Morpheus keeps popping up asking her to return to Wonderland to reclaim her throne before it is too late.  This sounded fantastic to me. Unfortunately it wasnt. This book seemed to suffer from the middlepartsyndrome where everything is a setup for the conclusion in the final book. Alyssa is set on staying in the real world where she can stay with the horrible Jeb. Im still not a fan of him. He shows so little interest in Alyssa and I just dont care about him or their romance. Their relationship doesnt feel balanced to me especially when Alyssa keeps worrying about his feelings for her. She is jealous and afraid he will cheat on her bad signs in a relation that is still so new.  At the same time I also dont see Morpheus as a real loveinterest. Yes he is an interesting character and I like his bad personality but I dont think he would be good to Alyssa. He lies keeps important information behind and he is a great manipulator. Not the traits for a boyfriend if you ask me. It does suit him and its logical because he is from Wonderland where everything is dangerous and twisted.  Now that we have those negative things out of the way I certainly enjoyed parts of this book. I liked the mystery around Alyssas mosaics and her mothers  fathers past. Alyssa is also a good character. I dont always agree with her choices and thoughts but I like her and how realistic she feels. She isnt perfect and I like how hard she tries to make the best out of the situation that is starting to spin out of her control. I cant wait to see her come to her full potential in the final book Ensnared which will be set in Wonderland again. The ending of Unhinged definitely makes me want to read it as soon as possible.;A.G. Howard
667;19547848;4;236117;0062347330;Twentyfive year old Ivy Rowan rises from her bed after being struck by the flu only to discover the world has been torn apart in just a few short days.But Ivys lifelong giftor curseremains. For she sees the uninvited onesghosts of loved ones who appear to her unasked unwelcomed for they always herald impending death. On that October evening in 1918 she sees the spirit of her grandmother rocking in her mothers chair. An hour later she learns her younger brother and father have killed a young German out of retaliation for the death of Ivys older brother Billy in the Great War.Horrified she leaves home to discover the flu has caused utter panic and the rules governing society have broken down. Ivy is drawn into this new world of jazz passion and freedom where people live for the day because they could be stricken by nightfall. But as her uninvited guests begin to appear to her more often she knows her life will be torn apart once more but Ivy has no inkling of the otherworldly revelations about to unfold.;343;httpsimages.grassets.combooks1415313161m19547848.jpg;The Uninvited;history historical fiction biography;This book took a very interesting twist. I love how she makes the paranormal touch feel so natural like its something that happens every day. Review will follow.  httpthedailyprophecy.blogspot.nl2...  Cat Winters has been on my favorite list ever since I read In the shadow of blackbirds. She followed up with the fantastic The cure for dreaming and she has settled her place with The uninvited. Every single one of her books have been successful and I absolutely adore her writing and the strong heroines she creates.  The setting takes places in the last days of World War I in 1918 during the Spanish Flu pandemic. The world is in panic and Ivy has to deal with the fact her father and brother killed a German out of retaliation for her brothers death in the war with Germany. Shocked she flees home and is swept away in a world of jazz. She doesnt know how to deal with her feelings of guilt and decides to visit Daniel. He is a German who has to deal with a lot of prejudice and he suffers from the loss of his brother at the hands of Ivys family. The two of them start an unique relation.  I loved the setting. If a book mentions something about a sickness Im all up for it and Winters has a fantastic use of the Flu pandemic. The whole book has a dark atmosphere because of the widespread hysteria. We get to see whole neighbourhoods that fall for the Flu and how little care there is for its victims. Ivy helps out with the transport (and at the end you realize how utterly brilliant this is) and I admired the fact she took that risk.  This brings me to Ivy who immediately stole my heart. She cant put up any longer with her brother and abusive father so she walks away to an uncertain future. She has no place and no money but her intelligence brings her far and soon she is settled down. Ivy is also able to see The Uninvited ones ghost from people who herald impending death. The way Winters wrote about this aspect of the story felt so real. It never felt out of place and it made a lot of sense. There was a mental strength to her and I liked being able to see the world through her eyes. It took a lot of courage to visit Daniel especially because it is dangerous to connect yourself to a German during this time and I love their dynamic. Daniel is a bitter person after everything he had to endure but I warmed up to him easily. They bring out the good parts of each other and its interesting to see how their relation developed.  The story itself is a quiet one. There are no big climaxes or dramatic situations. It is more about the atmosphere and how IvyDaniel try to battle with the hatred against all Germans. History lessons never really touched the subject about how Germans were treated in other parts of the world so it made an impression on me.  The twisty ending place everything in a new perspective and I must applaud Winters for coming up with such a conclusion. It ties everything together and explains a lot. It was very powerful and it punched me in the face. A book with an ending that leaves you speechless for a few moments is definitely worth a try.;Cat Winters
668;20345368;4;236117;1466861657;Ignore the stirrings of war. Let the carriage to a royal ball wait. There is a story to be told of a starless night a mother and her sick son and a mortal who falls in love with the snow god and will do anything to have her...;32;httpsimages.grassets.combooks1388822013m20345368.jpg;Bridge of Snow (The Winners Trilogy 0.5);fantasy paranormal;What a perfect little story.  But we dont think too well when we want too much.  I liked the explanation behind the constellations and it shows a little background story of an important character in the Winners curse.;Marie Rutkoski
669;20359647;4;236117;006219853X;The only thing bigger than the world is fear.Lucys life by the pond has always been full. She has water and friends laughter and the love of her adoptive mother Lynn who has made sure that Lucys childhood was very different from her own. Yet it seems Lucys future is settled alreadya house a man children and a water sourceand anything beyond their life by the pond is beyond reach.When disease burns through their community the once lifesaving water of the pond might be the source of whats killing them now. Rumors of desalinization plants in California have lingered in Lynns mind and the prospect of a normal life for Lucy sets the two of them on an epic journey west to face new dangers hunger mountains deserts betrayal and the perils of a world so vast that Lucy fears she could be lost forever only to disappear in a handful of dust.In this companion to Not a Drop to Drink Mindy McGinnis thrillingly combines the heartswelling hope of a journey the challenges of establishing your own place in the world and the gripping physical danger of nature in a futuristic frontier.;384;httpsimages.grassets.combooks1391706237m20359647.jpg;In a Handful of Dust (Not a Drop to Drink 2);youngadult;httpthedailyprophecy.blogspot.nl2...  This book is pitched as a companion novel to Not a drop to drink but I recommend to see this one as a sequel. The story relies on information you get in Not a drop to drink and I think it will make this story much more impressive if you know what happened to the characters in the first book.  Lucy grew up in the care of Lynn her adoptive mother. Lynn has been thought all her life to take care of their pond the only way they can survive in this world where water is scarce  until she and Lucy are forced to leave the only safe world they know. Lynn has heard rumours about a desalinization plant at the coat in California and she and Lucy set out on a dangerous journey across the land to reach that destination.  This book has the same tense and creepy atmosphere as Not a drop to drink. The only difference is that the situation is even worse because now they have to survive without their safe haven. Their adventure across the country would have killed me. They have to be careful and are always aware of the potential dangers that surround them. I was constantly fearing for their lives waiting for something to happen. There are some gruesome situations which was perfect to show the desperation and how that forces people to do horrible things.  Its obvious Lynns mother taught her well this girl has a crazy talent for survival. I admire her and how she finds a solution for all their problems. There is something breakable about her though despite her cold and strong behavior. This is the Lynn I met in Not a drop to drink but its also clear she has grown over the years. Her bond with Lucy is heartwarming. These two met under strange circumstances and its clear they care a lot for each other.  I liked that this book focuses on Lucy and its written from her POV in third person. Her soft and somewhat naive heart have an interesting effect on Lynn  something we also saw in Not a drop to drink. Its good that Lucy never changed and that she strays true to her real nature that no matter what Lynn says shes always able to see the good things in humans.  There is one thing that disappointed me and thats the lack of romance. I know This is coming from me. Mindy touches the subject very briefly like in Not a drop to drink but I felt it should have played a more prominent role in this book or she should have kept it out of the story completely. It felt a bit like a plot hole as if she sometimes forgot about it and then suddenly remembered it was there. She could have handled it with more care but it also shows that she can be brutal and isnt afraid to put her characters into misery.  The ending is satisfying but also made me wish she was planning to write another book about Lynn and Lucy. Im not done with them.;Mindy McGinnis
670;20359719;4;236117;0062329383;After spending the summer away from each other Titus and Iolanthe (still disguised as Archer Fairfax) are eager to return to Eton College to resume their training to fight the Bane. Although no longer bound to Titus by a blood oath Iolanthe is more committed than ever to fulfilling her destinyespecially with the agents of Atlantis quickly closing in.Soon after arriving at school though Titus makes a shocking discovery one that makes him question everything he previously believed about their mission. Faced with this devastating realization Iolanthe is forced to come to terms with her new role while Titus must choose between following his mothers propheciesand forging a divergent path to an unknowable future.;414;httpsimages.grassets.combooks1392936410m20359719.jpg;The Perilous Sea (The Elemental Trilogy 2);fantasy paranormal;httpthedailyprophecy.blogspot.nl2...  I was a big fan of The burning sky and while this book was good it didnt live up to the first one. The plot was a bit too slow and that made me look at the missing worldbuilding. Still it gave me all the IolantheTitus feelings. For some strange reason I never wrote a review for The burning sky so Im going to include some of my thoughts about that book as well (spoiler free)  The perilous sea throws you right into the middle of a new situation. We get to see Iolanthe and Titus but they deal with memory loss and have no idea who they are and where they are. The next chapter talks about the events before this happening and the chapters switch back and forth. I like that we unravel the story this way but at the same time I sometimes wanted to read more from one time line.  IolantheTitus are delightful again. Titus found out that The One might be someone else but Iolanthe is not ready to be pushed aside. This gives some tension between the two and a lot of banter. Sherry luckily stays away from the sappy lovemoments we often have in the sequel. It made me ship them even harder.  We get to spend more time in the Crucible and I loved that part. Its such a fascinating idea that you can use a book as portal to travel to other places  and the stories can help you out like the part where they meet the Oracle to ask important questions. It would be amazing to have a book like that in real life. I would use it to conquer some of my fears like talking in front of a crowd.  This brings me to the part that lacks. While the Crucile is nicely explained I still dont get the worldbuilding. Is their magical world integrated in our world or is it someplace else I was more aware of these missing details because the plot is a bit slower. It could have used some extra excitement but the ending made up for it by a twist I never expected. I highly anticipate the next and last book.;Sherry Thomas
671;20362706;4;236117;;Beneath the streets of London there is another London. A subterranean labyrinth of sewers and abandoned tube stations. A somewhere that is Neverwhere.;4;httpsimages.grassets.combooks1391980707m20362706.jpg;Neverwhere BBC Dramatisation;fantasy paranormal;That was impressive So I found out that while Im not an audiobook person I can enjoy these. The fact that the story is played rather than being told with all the background noises made it so much easier to focus on the story )  I guess it is now time to give the book itself a go;Neil Gaiman Dirk Maggs
672;20410977;3;236117;;As Princess of Wonderland Palace and the future Queen of Hearts Dinahs days are an endless monotony of tea tarts and a stream of vicious humiliations at the hands of her father the King of Hearts. The only highlight of her days is visiting Wardley her childhood best friend the future Knave of Hearts  and the love of her life.When an enchanting stranger arrives at the Palace Dinah watches as everything shes ever wanted threatens to crumble. As her coronation date approaches a series of suspicious and bloody events suggests that something sinister stirs in the whimsical halls of Wonderland. Its up to Dinah to unravel the mysteries that lurk both inside and under the Palace before she loses her own head to a clever and faceless foe.Part epic fantasy part twisted fairy tale this dazzling saga will have readers shivering as Dinahs furious nature sweeps Wonderland up in the maelstrom of her wrath.Familiar characters such as Cheshire the White Rabbit and the Mad Hatter make their appearance enchanting readers with this new dark take on Alices Adventures in Wonderland.;222;httpsimages.grassets.combooks1389391571m20410977.jpg;Queen of Hearts The Crown (Queen of Hearts Saga 1);fantasy paranormal;httpthedailyprophecy.blogspot.nl2...  This book proves to me that its not always bad to base an opinion on the cover. When I scrolled through Netgalley I was captured by the cover and after reading the blurb I knew I had to request it. Luckily I was shown that pretty cover and a good story can go hand in hand. Be ready to unravel the story behind the Queen of Hearts.  Colleen excels in telling a story I havent seen before. We all know Alice in Wonderland and there are several retellings but the Queen of Hearts is perhaps even more fascinating. I really liked what Colleen did and how she gives this villain a believable background. It makes me feel sad for the future Queen and its not strange that she turns out that way.  Dinah is a passionate intelligent girl who grows up in a harsh environment. Her mother died when she was a young girl and her father has always resented her. Its clear that he hates Dinah and he does everything to make her feel miserable. He is such a merciless King that he made me feel sick. He is a beast and its not strange that his people are loyal to him they are scared as hell.  Dinahs life is only bearable because of her best friend Wardley (future Knave of Hearts) and her adviser Harris (the white rabbit) There were many times where I wanted to hug her. People are laughing at her and they gossip behind her back  they even suspect she is just as mad as her younger brother Charles (mad hatter). In order to maintain her status as Princess she needs to act harsh. I liked how feisty she is but there is also a darkness luring behind the surface. I like her realistic flawed personality and how strong she is in her situation. Her father puts her in a difficult position especially when he announces that Dinah has a halfsister named Vittiore.  When Dinah is contacted by a mysterious stranger she decides its time to take action. Together with Wardley she goes on a trip to the Black Towers to talk to a prisoner. This grim place pretty much sums up what a horrible man her father is. The world torture doesnt even cover whats going on here. The meeting ends up in beheadings and eventually Dinah must flee for her life.  I like all the mystery around Vittiore the sinister events and the cute moments between Dinah and Wardley. Colleen described Wonderland in such a way that I felt I was there and the unexpected twist leading to the ending makes me anxious for the next book. It was a good cliffhanger. If you look for something refreshing when it comes to fairy tales this is a book I highly recommend.;Colleen Oakes
673;20455954;4;236117;1594747172;September 3 1940.Ten peculiar children flee an army of deadly monsters.And only one person can help them  but shes trapped in the body of a bird.The extraordinary journey that began in Miss Peregrines Home for Peculiar Childrencontinues as Jacob Portman and his newfound friends journey to London the peculiar capital of the world. There they hope to find a cure for their beloved headmistress Miss Peregrine. But in this wartorn city hideous surprises lurk around every corner. And before Jacob can deliver the peculiar children to safety he must make an important decision about his love for Emma Bloom.Hollow Citydraws readers into a richly imagined world of telepathy and time loops of sideshows and shapeshifters  a world populated with adult peculiars murderous wights and a bizarre menagerie of uncanny animals. Like its predecessor this second novel in the Peculiar Children series blends thrilling fantasy with neverbeforepublished vintage photography to create a oneofakind reading experience.;396;httpsimages.grassets.combooks1389055254m20455954.jpg;Hollow City (Miss Peregrines Peculiar Children 2);fantasy paranormal;httpthedailyprophecy.blogspot.nl2...  I loved Miss Peregrine and the unique use of photographs. There is something about books that use this method like The cure for dreaming  In the shadow of blackbirds that fascinate me. It adds an extra dimension of creepiness to the story and its really effective for this book filled with Peculiar children and monsters. It creates the right atmosphere and it feels like I get to know the characters in a different way because now you can literally see them.  This story takes off right after the end of the first book. The Peculiar children are fleeing from their island with Miss Peregrine captured in birdform. They must find a way to get her back before it is too late. They need to travel through other timeloops to find the last person who can help them Miss Wren. During their hopping through timeloops they find out that Peculiars are disappearing. There is something dangerous going on and they need Miss Peregrine back.  I liked the different places and people they see on their journey. The author put a lot of work in creating a big cast with diverse characters. They go from place to place which made it easy to fly through the pages and I found it hard to put Hollow City down but keep in mind that the plot still is slower than the average book. You need to be able to appreciate Riggs way of telling the story because I can also see how this series is not going to work for some people.  Miss Peregrines home for Peculiar children feels more like a setup in comparison with Hollow City. This book is filled with action and its far more fastpaced. The Peculiar children are on the run and they have to use their unique talents to stay out of the hands from the Hollows  and what a scary figures are those  I liked that we see more of each individual character. The first book introduces us to a lot of people with Jacob as main character but they all get their time to shine now. It made me feel more connected to the storyline because they dont feel so distantly anymore. The way they have to work together to achieve their goal was nicely done. Its great when people need each other and how everyone plays their own role. The only downside is that I dont care a lot for Jacob and Im also not a fan of the sortofromance that is thrown into the story.  The ending was great and I want to know what is going to happen right now.    Great It was even better than the first book because of all the actionpacked scenes. Review will follow.;Ransom Riggs
